,file,only_download,direction,throughput_up,throughput_down,lat,long,mcs_up,mcs_down,rsrp0,rsrp1,rsrp2,rsrp3,rsrp4,rsrp5,rsrp6,rsrp7,beam_id0,beam_id1,beam_id2,beam_id3,beam_id4,beam_id5,beam_id6,beam_id7,selected_beam
150,20 Oct with GPS/23Oct20 174229.1.csv,True,W,0,159.0,45.476326,9.231103,6.0,12.0,-103.6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4
151,20 Oct with GPS/23Oct20 174229.1.csv,True,W,0,164.0,45.476326,9.231103,5.0,12.0,-103.6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4
152,20 Oct with GPS/23Oct20 174229.1.csv,True,W,0,100.0,45.476326,9.231103,3.0,9.0,-103.5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4
153,20 Oct with GPS/23Oct20 174229.1.csv,True,W,0,130.3,45.476326,9.231103,3.0,12.0,-103.5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4
154,20 Oct with GPS/23Oct20 174229.1.csv,True,W,0,184.2,45.476326,9.231103,2.0,14.0,-103.5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4
155,20 Oct with GPS/23Oct20 174229.1.csv,True,W,0,184.8,45.476326,9.231103,3.0,14.0,-103.6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4
156,20 Oct with GPS/23Oct20 174229.1.csv,True,W,0,175.8,45.476326,9.231103,3.0,14.0,-103.6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4
157,20 Oct with GPS/23Oct20 174229.1.csv,True,W,0,187.3,45.476322,9.231102,5.0,14.0,-103.7,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4
158,20 Oct with GPS/23Oct20 174229.1.csv,True,W,0,178.1,45.476322,9.231102,5.0,14.0,-103.6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4
159,20 Oct with GPS/23Oct20 174229.1.csv,True,W,0,183.9,45.476322,9.2311,3.0,14.0,-103.6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4
160,20 Oct with GPS/23Oct20 174229.1.csv,True,W,0,184.8,45.476322,9.2311,3.0,14.0,-103.9,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4
161,20 Oct with GPS/23Oct20 174229.1.csv,True,W,0,159.2,45.476322,9.231098,5.0,12.0,-104.0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4
0,23 Oct with GPS/23Oct23 120535.1.csv,False,N,4.5,53.4,45.478622,9.23284,16.0,12.0,-82.7,-79.2,-82.0,-77.8,0,0,0,0,10,11,18,19,0,0,0,0, 19
1,23 Oct with GPS/23Oct23 120535.1.csv,False,N,14.6,353.7,45.478622,9.232841,16.0,14.0,-85.4,-82.2,-78.3,-78.7,0,0,0,0,4,10,11,19,0,0,0,0, 19
2,23 Oct with GPS/23Oct23 120535.1.csv,False,N,14.9,343.3,45.478622,9.232841,16.0,14.0,-83.2,-82.0,-77.9,-78.5,0,0,0,0,4,10,11,19,0,0,0,0, 19
3,23 Oct with GPS/23Oct23 120535.1.csv,False,N,14.4,359.7,45.478622,9.232841,16.0,14.0,-82.6,-81.9,-77.3,-78.5,0,0,0,0,4,10,11,19,0,0,0,0, 19
4,23 Oct with GPS/23Oct23 120535.1.csv,False,N,14.5,370.5,45.478622,9.232841,16.0,14.0,-83.9,-82.9,-81.6,-77.1,-78.2,0,0,0,4,4,10,11,19,0,0,0, 19
5,23 Oct with GPS/23Oct23 120535.1.csv,False,N,12.6,358.0,45.478626,9.232841,16.0,14.0,-83.8,-82.4,-77.4,-77.9,0,0,0,0,4,10,11,19,0,0,0,0, 19
6,23 Oct with GPS/23Oct23 120535.1.csv,False,N,13.7,393.5,45.478626,9.23284,19.0,18.0,-81.5,-81.4,-76.7,-79.5,-78.8,0,0,0,4,10,11,19,19,0,0,0, 11
7,23 Oct with GPS/23Oct23 120535.1.csv,False,N,14.6,476.1,45.478626,9.232839,21.0,18.0,-81.7,-81.9,-76.8,-79.0,0,0,0,0,4,10,11,19,0,0,0,0, 11
8,23 Oct with GPS/23Oct23 120535.1.csv,False,N,15.3,523.2,45.478626,9.232839,21.0,19.0,-81.0,-81.4,-76.1,-78.0,0,0,0,0,4,10,11,19,0,0,0,0, 11
9,23 Oct with GPS/23Oct23 120535.1.csv,False,N,15.4,520.8,45.478626,9.232839,22.0,19.0,-81.0,-80.9,-76.0,-77.9,0,0,0,0,4,10,11,19,0,0,0,0, 11
10,23 Oct with GPS/23Oct23 120535.1.csv,False,N,15.3,523.3,45.478626,9.232839,21.0,19.0,-81.0,-80.3,-76.2,-78.0,0,0,0,0,4,10,11,19,0,0,0,0, 11
11,23 Oct with GPS/23Oct23 120535.1.csv,False,N,15.8,482.0,45.478626,9.232839,22.0,18.0,-81.1,-80.2,-76.4,-77.7,-78.0,0,0,0,4,10,11,19,19,0,0,0, 11
12,23 Oct with GPS/23Oct23 120535.1.csv,False,N,18.4,449.4,45.478626,9.232839,25.0,17.0,-81.4,-81.7,-78.0,-77.2,0,0,0,0,4,10,11,19,0,0,0,0, 11
13,23 Oct with GPS/23Oct23 120535.1.csv,False,N,16.8,457.8,45.478626,9.232837,23.0,17.0,-81.7,-82.7,-78.7,-77.3,0,0,0,0,4,10,11,19,0,0,0,0, 11
14,23 Oct with GPS/23Oct23 120535.1.csv,False,N,15.9,456.6,45.478626,9.232837,22.0,17.0,-82.3,-82.7,-82.3,-77.8,-77.6,0,0,0,4,10,10,11,19,0,0,0, 11
15,23 Oct with GPS/23Oct23 120535.1.csv,False,N,16.2,512.2,45.478626,9.232837,22.0,19.0,-83.4,-81.7,-77.4,-78.6,-79.5,0,0,0,4,10,11,19,19,0,0,0, 11
16,23 Oct with GPS/23Oct23 120535.1.csv,False,N,15.9,474.8,45.478626,9.232837,22.0,18.0,-81.9,-77.6,-87.5,-88.6,-86.0,-81.3,0,0,10,11,18,18,18,19,0,0, 11
17,23 Oct with GPS/23Oct23 120535.1.csv,False,N,14.2,429.9,45.478626,9.232835,22.0,18.0,-82.0,-77.4,-93.2,-90.6,-81.6,-93.2,0,0,10,11,12,12,18,19,0,0, 11
18,23 Oct with GPS/23Oct23 120535.1.csv,False,N,104.5,2.2,45.478626,9.232835,19.0,5.0,-82.9,-78.0,-84.6,-76.5,0,0,0,0,10,11,12,19,0,0,0,0, 11
19,23 Oct with GPS/23Oct23 120535.1.csv,False,N,102.0,1.5,45.478626,9.232835,19.0,3.0,-78.3,-84.0,-92.8,-87.6,-76.0,0,0,0,11,12,18,18,19,0,0,0,11
20,23 Oct with GPS/23Oct23 120535.1.csv,False,N,112.1,1.8,45.478626,9.232833,20.0,3.0,-77.9,-83.9,-81.9,-75.8,0,0,0,0,11,12,18,19,0,0,0,0,11
21,23 Oct with GPS/23Oct23 120535.1.csv,False,N,151.3,2.0,45.478626,9.232833,21.0,2.0,-77.7,-84.1,-81.1,-75.8,0,0,0,0,11,12,18,19,0,0,0,0,11
22,23 Oct with GPS/23Oct23 120535.1.csv,False,N,152.0,1.8,45.478626,9.232833,21.0,2.0,-77.5,-83.4,-80.7,-76.6,-77.7,0,0,0,11,12,18,19,19,0,0,0,11
23,23 Oct with GPS/23Oct23 120535.1.csv,False,N,136.4,2.0,45.478626,9.232833,20.0,5.0,-78.2,-84.1,-81.0,-77.7,0,0,0,0,11,12,18,19,0,0,0,0,11
24,23 Oct with GPS/23Oct23 120535.1.csv,False,N,123.4,1.7,45.478626,9.232833,18.0,2.0,-78.2,-89.4,-86.9,-88.0,-81.0,-77.0,0,0,11,12,12,12,18,19,0,0,11
25,23 Oct with GPS/23Oct23 120535.1.csv,False,N,127.4,1.7,45.478626,9.232833,19.0,2.0,-78.8,-84.7,-87.3,-78.9,-78.5,-96.0,-93.2,0,11,12,18,19,19,20,20,0,11
26,23 Oct with GPS/23Oct23 120535.1.csv,False,N,116.4,1.7,45.478622,9.232835,16.0,2.0,-80.5,-84.2,-84.6,-83.2,-83.0,-81.3,-80.3,-81.7,11,12,12,12,12,19,19,20,11
27,23 Oct with GPS/23Oct23 120535.1.csv,False,N,92.6,1.5,45.478622,9.232835,12.0,3.0,-79.6,-92.7,-90.7,-91.3,-80.4,-83.1,-80.4,0,11,12,12,18,19,19,20,0, 19
28,23 Oct with GPS/23Oct23 120535.1.csv,False,N,87.2,1.2,45.478622,9.232835,13.0,5.0,-79.7,-91.3,-89.4,-86.5,-85.8,-83.6,-83.0,-80.4,11,12,12,18,19,19,19,20,11
29,23 Oct with GPS/23Oct23 120535.1.csv,False,N,125.3,1.9,45.478622,9.232837,19.0,7.0,-79.6,-83.3,-84.4,-77.5,0,0,0,0,11,12,18,19,0,0,0,0,11
30,23 Oct with GPS/23Oct23 120535.1.csv,False,N,236.9,3.5,45.478622,9.232837,27.0,7.0,-78.9,-82.5,-82.2,-76.3,0,0,0,0,11,12,18,19,0,0,0,0, 19
31,23 Oct with GPS/23Oct23 120535.1.csv,False,N,235.9,2.8,45.478622,9.232837,27.0,3.0,-76.4,-81.8,-82.5,-76.4,0,0,0,0,11,12,18,19,0,0,0,0, 19
32,23 Oct with GPS/23Oct23 120535.1.csv,False,N,235.7,2.8,45.478622,9.232837,27.0,3.0,-78.2,-81.2,-82.3,-76.6,0,0,0,0,11,12,18,19,0,0,0,0, 19
33,23 Oct with GPS/23Oct23 120535.1.csv,False,N,236.0,2.9,45.478622,9.232837,27.0,3.0,-78.4,-80.9,-82.1,-76.9,0,0,0,0,11,12,18,19,0,0,0,0, 19
34,23 Oct with GPS/23Oct23 120535.1.csv,False,N,236.0,2.8,45.478622,9.232835,27.0,3.0,-78.8,-81.5,-82.3,-77.0,0,0,0,0,11,12,18,19,0,0,0,0, 19
35,23 Oct with GPS/23Oct23 120535.1.csv,False,N,236.1,2.8,45.478619,9.232835,27.0,3.0,-81.2,-81.3,-82.5,-77.0,0,0,0,0,11,12,18,19,0,0,0,0, 19
36,23 Oct with GPS/23Oct23 120535.1.csv,False,E,20.6,552.4,45.478622,9.232833,26.0,27.0,-96.3,-68.5,-74.2,-96.4,0,0,0,0,13,19,20,21,0,0,0,0, 19
37,23 Oct with GPS/23Oct23 120535.1.csv,False,E,20.5,1255.3,45.478622,9.232833,26.0,27.0,-94.6,-89.3,-68.5,-74.3,-96.7,0,0,0,13,13,19,20,21,0,0,0, 19
38,23 Oct with GPS/23Oct23 120535.1.csv,False,E,20.6,1276.8,45.478622,9.232833,26.0,27.0,-80.9,-68.4,-74.6,-84.4,0,0,0,0,13,19,20,21,0,0,0,0, 19
39,23 Oct with GPS/23Oct23 120535.1.csv,False,E,20.6,1256.7,45.478622,9.232833,26.0,27.0,-79.6,-68.4,-74.7,-81.1,0,0,0,0,13,19,20,21,0,0,0,0, 19
40,23 Oct with GPS/23Oct23 120535.1.csv,False,E,20.5,1236.0,45.478622,9.232833,26.0,27.0,-79.5,-68.4,-74.5,-80.6,0,0,0,0,13,19,20,21,0,0,0,0, 19
41,23 Oct with GPS/23Oct23 120535.1.csv,False,E,20.5,1276.4,45.478622,9.232833,26.0,27.0,-79.5,-68.4,-74.3,-80.6,0,0,0,0,13,19,20,21,0,0,0,0, 19
42,23 Oct with GPS/23Oct23 120535.1.csv,False,E,20.5,1250.9,45.478622,9.232835,26.0,27.0,-79.2,-68.3,-74.3,-80.3,0,0,0,0,13,19,20,21,0,0,0,0, 19
43,23 Oct with GPS/23Oct23 120535.1.csv,False,E,20.6,1266.0,45.478622,9.232835,26.0,27.0,-79.0,-68.2,-74.1,-80.0,0,0,0,0,13,19,20,21,0,0,0,0, 19
44,23 Oct with GPS/23Oct23 120535.1.csv,False,E,20.5,1278.0,45.478619,9.232833,26.0,27.0,-79.0,-68.3,-74.1,-80.0,0,0,0,0,13,19,20,21,0,0,0,0, 19
45,23 Oct with GPS/23Oct23 120535.1.csv,False,E,20.5,1308.2,45.478619,9.232833,26.0,27.0,-78.8,-68.0,-73.9,-79.7,0,0,0,0,13,19,20,21,0,0,0,0, 19
46,23 Oct with GPS/23Oct23 120535.1.csv,False,E,20.5,1287.2,45.478619,9.232835,26.0,27.0,-78.7,-67.8,-73.7,-79.5,0,0,0,0,13,19,20,21,0,0,0,0, 19
47,23 Oct with GPS/23Oct23 120535.1.csv,False,E,20.6,1287.9,45.478619,9.232835,26.0,27.0,-78.6,-67.7,-73.6,-79.5,0,0,0,0,13,19,20,21,0,0,0,0, 19
48,23 Oct with GPS/23Oct23 120535.1.csv,False,E,20.5,1282.0,45.478619,9.232835,26.0,27.0,-78.8,-67.9,-73.7,-79.7,0,0,0,0,13,19,20,21,0,0,0,0, 19
49,23 Oct with GPS/23Oct23 120535.1.csv,False,E,20.6,1263.6,45.478615,9.232837,26.0,27.0,-79.0,-67.9,-73.9,-79.7,0,0,0,0,13,19,20,21,0,0,0,0, 19
50,23 Oct with GPS/23Oct23 120535.1.csv,False,E,20.6,1304.4,45.478615,9.232837,26.0,27.0,-79.0,-68.0,-74.2,-80.0,0,0,0,0,13,19,20,21,0,0,0,0, 19
51,23 Oct with GPS/23Oct23 120535.1.csv,False,E,20.5,1282.9,45.478615,9.232837,26.0,27.0,-78.9,-68.0,-74.2,-80.0,0,0,0,0,13,19,20,21,0,0,0,0, 19
52,23 Oct with GPS/23Oct23 120535.1.csv,False,E,20.6,1307.7,45.478615,9.232835,26.0,27.0,-79.0,-67.9,-74.1,-80.0,0,0,0,0,13,19,20,21,0,0,0,0, 19
53,23 Oct with GPS/23Oct23 120535.1.csv,False,E,191.7,4.0,45.478615,9.232835,28.0,4.0,-79.0,-67.8,-74.1,-80.0,0,0,0,0,13,19,20,21,0,0,0,0, 19
54,23 Oct with GPS/23Oct23 120535.1.csv,False,E,191.8,3.6,45.478615,9.232837,28.0,4.0,-79.3,-68.1,-74.6,-80.6,0,0,0,0,13,19,20,21,0,0,0,0, 19
55,23 Oct with GPS/23Oct23 120535.1.csv,False,E,189.1,2.2,45.478615,9.232835,28.0,4.0,-78.9,-67.9,-74.3,-79.9,0,0,0,0,13,19,20,21,0,0,0,0, 19
56,23 Oct with GPS/23Oct23 120535.1.csv,False,E,245.9,3.0,45.478615,9.232835,28.0,4.0,-78.7,-67.9,-74.3,-79.8,0,0,0,0,13,19,20,21,0,0,0,0, 19
57,23 Oct with GPS/23Oct23 120535.1.csv,False,E,250.8,2.7,45.478615,9.232835,28.0,4.0,-79.1,-68.0,-74.7,-80.3,0,0,0,0,13,19,20,21,0,0,0,0, 19
58,23 Oct with GPS/23Oct23 120535.1.csv,False,E,250.8,2.6,45.478615,9.232835,28.0,4.0,-78.9,-67.9,-73.6,-79.7,0,0,0,0,13,19,20,21,0,0,0,0, 19
59,23 Oct with GPS/23Oct23 120535.1.csv,False,E,250.8,2.6,45.478615,9.232835,28.0,4.0,-79.1,-67.9,-73.7,-80.0,0,0,0,0,13,19,20,21,0,0,0,0, 19
60,23 Oct with GPS/23Oct23 120535.1.csv,False,E,250.8,2.3,45.478615,9.232835,28.0,2.0,-79.0,-67.9,-73.7,-79.9,0,0,0,0,13,19,20,21,0,0,0,0, 19
61,23 Oct with GPS/23Oct23 120535.1.csv,False,E,249.8,3.1,45.478615,9.232835,28.0,4.0,-79.2,-67.8,-74.0,-80.1,0,0,0,0,13,19,20,21,0,0,0,0, 19
62,23 Oct with GPS/23Oct23 120535.1.csv,False,E,250.9,2.5,45.478615,9.232835,28.0,4.0,-79.2,-67.9,-73.9,-80.0,0,0,0,0,13,19,20,21,0,0,0,0, 19
63,23 Oct with GPS/23Oct23 120535.1.csv,False,E,250.8,2.5,45.478615,9.232833,28.0,4.0,-78.8,-67.6,-73.6,-79.5,0,0,0,0,13,19,20,21,0,0,0,0, 19
64,23 Oct with GPS/23Oct23 120535.1.csv,False,E,250.8,2.5,45.478615,9.232835,28.0,4.0,-78.6,-67.3,-73.4,-79.1,0,0,0,0,13,19,20,21,0,0,0,0, 19
65,23 Oct with GPS/23Oct23 120535.1.csv,False,E,250.9,2.7,45.478615,9.232835,28.0,4.0,-78.7,-67.5,-73.3,-79.4,0,0,0,0,13,19,20,21,0,0,0,0, 19
66,23 Oct with GPS/23Oct23 120535.1.csv,False,E,250.9,3.0,45.478615,9.232835,28.0,4.0,-78.7,-67.7,-73.5,-79.5,0,0,0,0,13,19,20,21,0,0,0,0, 19
67,23 Oct with GPS/23Oct23 120535.1.csv,False,E,250.8,3.1,45.478615,9.232835,28.0,4.0,-78.7,-67.8,-73.5,-79.5,0,0,0,0,13,19,20,21,0,0,0,0, 19
68,23 Oct with GPS/23Oct23 120535.1.csv,False,E,250.8,2.9,45.478615,9.232835,28.0,4.0,-78.9,-67.9,-73.6,-79.5,0,0,0,0,13,19,20,21,0,0,0,0, 19
69,23 Oct with GPS/23Oct23 120535.1.csv,False,E,250.9,2.7,45.478615,9.232835,28.0,4.0,-78.9,-67.9,-73.3,-79.3,0,0,0,0,13,19,20,21,0,0,0,0, 19
70,23 Oct with GPS/23Oct23 120535.1.csv,False,E,250.8,3.3,45.478615,9.232835,28.0,4.0,-78.8,-67.7,-73.1,-79.0,0,0,0,0,13,19,20,21,0,0,0,0, 19
71,23 Oct with GPS/23Oct23 120535.1.csv,False,S,20.6,798.3,45.478611,9.232833,26.0,25.0,-82.5,-81.6,-77.8,-81.0,0,0,0,0,10,11,12,13,0,0,0,0, 12
72,23 Oct with GPS/23Oct23 120535.1.csv,False,S,20.5,1189.3,45.478615,9.232833,26.0,25.0,-82.7,-81.2,-77.7,-80.8,0,0,0,0,10,11,12,13,0,0,0,0, 12
73,23 Oct with GPS/23Oct23 120535.1.csv,False,S,20.4,1169.1,45.478615,9.232835,26.0,25.0,-82.6,-80.9,-77.4,-80.7,0,0,0,0,10,11,12,13,0,0,0,0, 12
74,23 Oct with GPS/23Oct23 120535.1.csv,False,S,20.6,1202.0,45.478615,9.232835,26.0,25.0,-82.6,-81.0,-77.3,-80.7,0,0,0,0,10,11,12,13,0,0,0,0, 12
75,23 Oct with GPS/23Oct23 120535.1.csv,False,S,20.5,1204.9,45.478611,9.232835,26.0,25.0,-82.6,-81.0,-77.3,-80.7,0,0,0,0,10,11,12,13,0,0,0,0, 12
76,23 Oct with GPS/23Oct23 120535.1.csv,False,S,20.6,1182.8,45.478611,9.232835,26.0,25.0,-82.6,-81.0,-77.3,-80.9,0,0,0,0,10,11,12,13,0,0,0,0, 12
77,23 Oct with GPS/23Oct23 120535.1.csv,False,S,20.6,1188.8,45.478611,9.232835,26.0,25.0,-82.6,-81.1,-77.2,-80.8,0,0,0,0,10,11,12,13,0,0,0,0, 12
78,23 Oct with GPS/23Oct23 120535.1.csv,False,S,20.6,1197.8,45.478611,9.232835,26.0,25.0,-82.6,-81.1,-77.2,-80.7,0,0,0,0,10,11,12,13,0,0,0,0, 12
79,23 Oct with GPS/23Oct23 120535.1.csv,False,S,20.5,1176.2,45.478611,9.232837,26.0,25.0,-82.6,-81.0,-77.1,-80.4,0,0,0,0,10,11,12,13,0,0,0,0, 12
80,23 Oct with GPS/23Oct23 120535.1.csv,False,S,20.6,1170.5,45.478611,9.232837,26.0,25.0,-82.5,-80.7,-77.1,-80.3,0,0,0,0,10,11,12,13,0,0,0,0, 12
81,23 Oct with GPS/23Oct23 120535.1.csv,False,S,20.6,1183.0,45.478611,9.232837,26.0,25.0,-82.5,-80.4,-77.2,-80.2,0,0,0,0,10,11,12,13,0,0,0,0, 12
82,23 Oct with GPS/23Oct23 120535.1.csv,False,S,20.5,1185.5,45.478611,9.232837,26.0,25.0,-82.5,-80.5,-77.3,-80.2,0,0,0,0,10,11,12,13,0,0,0,0, 12
83,23 Oct with GPS/23Oct23 120535.1.csv,False,S,20.6,1185.8,45.478611,9.232839,26.0,25.0,-82.0,-80.4,-77.2,-80.1,0,0,0,0,10,11,12,13,0,0,0,0, 12
84,23 Oct with GPS/23Oct23 120535.1.csv,False,S,20.5,1180.1,45.478611,9.232839,26.0,25.0,-81.8,-80.3,-77.2,-80.1,0,0,0,0,10,11,12,13,0,0,0,0, 12
85,23 Oct with GPS/23Oct23 120535.1.csv,False,S,20.6,1170.2,45.478611,9.232839,26.0,25.0,-81.9,-80.3,-77.3,-80.1,0,0,0,0,10,11,12,13,0,0,0,0, 12
86,23 Oct with GPS/23Oct23 120535.1.csv,False,S,20.5,1173.3,45.478611,9.232839,26.0,25.0,-81.8,-80.4,-77.3,-80.1,0,0,0,0,10,11,12,13,0,0,0,0, 12
87,23 Oct with GPS/23Oct23 120535.1.csv,False,S,13.9,770.9,45.478615,9.232839,26.0,25.0,-82.4,-80.4,-77.4,-80.1,0,0,0,0,10,11,12,13,0,0,0,0, 12
88,23 Oct with GPS/23Oct23 120535.1.csv,False,S,50.4,1.0,45.478615,9.23284,26.0,7.0,-82.7,-80.3,-77.1,-79.8,0,0,0,0,10,11,12,13,0,0,0,0, 12
89,23 Oct with GPS/23Oct23 120535.1.csv,False,S,162.3,3.1,45.478615,9.23284,25.0,7.0,-82.7,-80.2,-77.0,-79.7,0,0,0,0,10,11,12,13,0,0,0,0, 12
90,23 Oct with GPS/23Oct23 120535.1.csv,False,S,168.3,2.2,45.478615,9.23284,25.0,4.0,-82.5,-80.0,-76.9,-79.7,0,0,0,0,10,11,12,13,0,0,0,0, 12
91,23 Oct with GPS/23Oct23 120535.1.csv,False,S,168.4,2.0,45.478611,9.23284,25.0,4.0,-82.1,-80.1,-76.8,-79.7,0,0,0,0,10,11,12,13,0,0,0,0, 12
92,23 Oct with GPS/23Oct23 120535.1.csv,False,S,202.7,2.8,45.478615,9.23284,25.0,4.0,-81.9,-80.1,-76.8,-79.7,0,0,0,0,10,11,12,13,0,0,0,0, 12
93,23 Oct with GPS/23Oct23 120535.1.csv,False,S,203.7,2.4,45.478611,9.232839,25.0,4.0,-81.9,-80.2,-76.8,-79.7,0,0,0,0,10,11,12,13,0,0,0,0, 12
94,23 Oct with GPS/23Oct23 120535.1.csv,False,S,201.5,2.2,45.478611,9.232839,25.0,4.0,-81.9,-80.1,-76.8,-79.7,0,0,0,0,10,11,12,13,0,0,0,0, 12
95,23 Oct with GPS/23Oct23 120535.1.csv,False,S,201.1,2.2,45.478611,9.232839,25.0,4.0,-81.9,-80.1,-76.8,-79.7,0,0,0,0,10,11,12,13,0,0,0,0, 12
96,23 Oct with GPS/23Oct23 120535.1.csv,False,S,201.1,2.0,45.478611,9.232839,25.0,2.0,-81.9,-80.0,-76.8,-79.7,0,0,0,0,10,11,12,13,0,0,0,0, 12
97,23 Oct with GPS/23Oct23 120535.1.csv,False,S,200.9,2.3,45.478611,9.232839,25.0,4.0,-81.9,-80.0,-76.8,-79.7,0,0,0,0,10,11,12,13,0,0,0,0, 12
98,23 Oct with GPS/23Oct23 120535.1.csv,False,S,201.5,2.3,45.478615,9.232839,25.0,4.0,-81.8,-79.9,-76.8,-79.7,0,0,0,0,10,11,12,13,0,0,0,0, 12
99,23 Oct with GPS/23Oct23 120535.1.csv,False,S,199.2,1.8,45.478611,9.232839,25.0,2.0,-81.9,-80.0,-76.8,-79.7,0,0,0,0,10,11,12,13,0,0,0,0, 12
100,23 Oct with GPS/23Oct23 120535.1.csv,False,S,200.9,2.3,45.478611,9.23284,25.0,4.0,-81.9,-80.0,-76.8,-79.7,0,0,0,0,10,11,12,13,0,0,0,0, 12
101,23 Oct with GPS/23Oct23 120535.1.csv,False,S,199.3,2.4,45.478611,9.23284,25.0,4.0,-81.9,-80.0,-76.8,-79.7,0,0,0,0,10,11,12,13,0,0,0,0, 12
102,23 Oct with GPS/23Oct23 120535.1.csv,False,S,198.4,2.0,45.478611,9.23284,25.0,4.0,-81.9,-80.0,-76.8,-79.7,0,0,0,0,10,11,12,13,0,0,0,0, 12
103,23 Oct with GPS/23Oct23 120535.1.csv,False,S,201.4,2.3,45.478611,9.232839,25.0,2.0,-81.9,-80.0,-76.8,-79.6,0,0,0,0,10,11,12,13,0,0,0,0, 12
104,23 Oct with GPS/23Oct23 120535.1.csv,False,S,201.0,2.3,45.478611,9.232839,25.0,4.0,-82.0,-80.0,-76.8,-79.6,0,0,0,0,10,11,12,13,0,0,0,0, 12
105,23 Oct with GPS/23Oct23 120535.1.csv,False,S,200.0,2.0,45.478611,9.232839,25.0,4.0,-82.0,-80.0,-76.8,-79.6,0,0,0,0,10,11,12,13,0,0,0,0, 12
106,23 Oct with GPS/23Oct23 120535.1.csv,False,S,201.0,1.9,45.478611,9.232839,25.0,2.0,-82.0,-80.0,-76.8,-79.6,0,0,0,0,10,11,12,13,0,0,0,0, 12
107,23 Oct with GPS/23Oct23 120535.1.csv,False,W,20.6,650.7,45.478611,9.23284,26.0,20.0,-77.6,-76.7,-77.2,-77.5,0,0,0,0,3,4,5,29,0,0,0,0, 5
108,23 Oct with GPS/23Oct23 120535.1.csv,False,W,20.4,873.8,45.478611,9.23284,26.0,20.0,-77.2,-76.2,-76.7,-76.9,0,0,0,0,3,4,5,29,0,0,0,0, 5
109,23 Oct with GPS/23Oct23 120535.1.csv,False,W,20.4,872.4,45.478611,9.23284,26.0,20.0,-76.9,-75.9,-76.4,-76.6,0,0,0,0,3,4,5,29,0,0,0,0, 5
110,23 Oct with GPS/23Oct23 120535.1.csv,False,W,20.1,885.6,45.478611,9.23284,26.0,20.0,-76.8,-75.7,-76.3,-76.4,0,0,0,0,3,4,5,29,0,0,0,0, 5
111,23 Oct with GPS/23Oct23 120535.1.csv,False,W,20.4,892.9,45.478611,9.23284,26.0,20.0,-76.8,-75.7,-76.3,-76.2,0,0,0,0,3,4,5,29,0,0,0,0, 5
112,23 Oct with GPS/23Oct23 120535.1.csv,False,W,20.1,889.1,45.478611,9.23284,26.0,20.0,-76.8,-75.8,-76.4,-76.1,0,0,0,0,3,4,5,29,0,0,0,0, 5
113,23 Oct with GPS/23Oct23 120535.1.csv,False,W,20.4,902.0,45.478611,9.23284,26.0,20.0,-76.8,-76.0,-76.7,-76.1,0,0,0,0,3,4,5,29,0,0,0,0, 5
114,23 Oct with GPS/23Oct23 120535.1.csv,False,W,20.2,924.0,45.478611,9.23284,26.0,20.0,-76.8,-76.0,-76.8,-76.1,0,0,0,0,3,4,5,29,0,0,0,0, 5
115,23 Oct with GPS/23Oct23 120535.1.csv,False,W,20.4,914.4,45.478615,9.232839,26.0,20.0,-76.6,-75.9,-76.8,-76.1,0,0,0,0,3,4,5,29,0,0,0,0, 5
116,23 Oct with GPS/23Oct23 120535.1.csv,False,W,20.2,909.6,45.478611,9.232839,26.0,20.0,-76.6,-75.7,-76.6,-76.0,0,0,0,0,3,4,5,29,0,0,0,0, 5
117,23 Oct with GPS/23Oct23 120535.1.csv,False,W,20.3,924.8,45.478611,9.232839,26.0,20.0,-76.6,-75.6,-76.5,-76.0,0,0,0,0,3,4,5,29,0,0,0,0, 5
118,23 Oct with GPS/23Oct23 120535.1.csv,False,W,20.4,918.9,45.478611,9.232839,26.0,20.0,-76.5,-75.6,-76.5,-76.0,0,0,0,0,3,4,5,29,0,0,0,0, 5
119,23 Oct with GPS/23Oct23 120535.1.csv,False,W,20.3,906.7,45.478611,9.232839,26.0,20.0,-76.5,-75.6,-76.6,-76.0,0,0,0,0,3,4,5,29,0,0,0,0, 5
120,23 Oct with GPS/23Oct23 120535.1.csv,False,W,20.3,918.8,45.478611,9.232839,26.0,20.0,-76.6,-75.7,-76.8,-76.0,0,0,0,0,3,4,5,29,0,0,0,0, 5
121,23 Oct with GPS/23Oct23 120535.1.csv,False,W,20.3,877.9,45.478611,9.232839,26.0,20.0,-76.6,-75.7,-76.6,-76.3,0,0,0,0,3,4,5,29,0,0,0,0, 5
